1.00E+00	0.00E+00	0.00E+00	7.82E-04	
-1.00E+00	0.00E+00	0.00E+00	8.03E-04	
-1.00E+00	0.00E+00	0.00E+00	7.79E-04	
-1.00E+00	0.00E+00	0.00E+00	7.94E-04	
1.00E+00	0.00E+00	0.00E+00	7.71E-04	
1.00E+00	0.00E+00	0.00E+00	7.82E-04	
-1.00E+00	0.00E+00	0.00E+00	7.74E-04	
-1.00E+00	0.00E+00	0.00E+00	7.94E-04	
1.00E+00	0.00E+00	0.00E+00	7.71E-04	
1.00E+00	0.00E+00	0.00E+00	7.93E-04	
-1.00E+00	0.00E+00	0.00E+00	7.75E-04	
-1.00E+00	0.00E+00	0.00E+00	7.66E-04	
1.00E+00	0.00E+00	0.00E+00	7.85E+04	
-1.00E+00	0.00E+00	0.00E+00	7.82E-04	
-1.00E+00	0.00E+00	0.00E+00	7.63E-04	
-1.00E+00	0.00E+00	0.00E+00	7.79E-04	
0.00E+00	-1.00E+00	0.00E+00	8.00E-04	
0.00E+00	-1.00E+00	0.00E+00	8.09E-04	
0.00E+00	-1.00E+00	0.00E+00	7.66E-04	
0.00E+00	-1.00E+00	0.00E+00	7.62E-04	
0.00E+00	-1.00E+00	0.00E+00	7.86E-04	
0.00E+00	-1.00E+00	0.00E+00	7.72E-04	
0.00E+00	1.00E+00	0.00E+00	9.65E-04	
0.00E+00	-1.00E+00	0.00E+00	7.86E-04	
0.00E+00	1.00E+00	0.00E+00	7.67E-04	
0.00E+00	-1.00E+00	0.00E+00	7.53E-04	
0.00E+00	1.00E+00	0.00E+00	7.80E-04	
0.00E+00	1.00E+00	0.00E+00	7.56E-04	
0.00E+00	1.00E+00	0.00E+00	7.88E-04	
0.00E+00	-1.00E+00	0.00E+00	8.18E-04	
0.00E+00	-1.00E+00	0.00E+00	8.06E-04	
0.00E+00	-1.00E+00	0.00E+00	8.01E-04	
0.00E+00	0.00E+00	-1.00E+00	6.70E-04	
0.00E+00	0.00E+00	-1.00E+00	6.82E-04	
0.00E+00	0.00E+00	-1.00E+00	6.76E-04	
0.00E+00	0.00E+00	1.00E+00	7.76E+04	
0.00E+00	0.00E+00	-1.00E+00	7.71E-04	
0.00E+00	0.00E+00	-1.00E+00	7.70E-04	
0.00E+00	0.00E+00	1.00E+00	7.82E-04	
0.00E+00	0.00E+00	1.00E+00	7.58E-04	
0.00E+00	0.00E+00	1.00E+00	7.64E-04	
0.00E+00	0.00E+00	1.00E+00	7.44E-04	
0.00E+00	0.00E+00	-1.00E+00	7.43E-04	
0.00E+00	0.00E+00	-1.00E+00	7.43E-04	
0.00E+00	0.00E+00	-1.00E+00	7.77E-04	
0.00E+00	0.00E+00	-1.00E+00	7.63E-04	
0.00E+00	0.00E+00	-1.00E+00	7.73E-04	
0.00E+00	0.00E+00	1.00E+00	7.59E-04	
